account_id,customer_id,branch_id,account_type,open_date,close_date,current_balance,interest_rate,overdraft_limit,status
ACC0000301,C000024,BR038,IRA,2020-11-26,,109.1,5.42,0.0,Active
ACC0000302,C000238,BR037,Business Checking,2020-12-19,,66181.97,0.95,4743.09,Active
ACC0000303,C000262,BR035,Certificate of Deposit,2023-10-27,,10027.03,3.35,0.0,Active
ACC0000304,C000405,BR005,Certificate of Deposit,2022-12-17,2025-12-14,0.0,5.82,0.0,Closed
ACC0000305,C000196,BR028,IRA,2021-12-13,,9903.99,5.32,0.0,Active
ACC0000306,C000472,BR001,Savings,2020-09-27,2023-12-29,0.0,1.39,0.0,Closed
ACC0000307,C000271,BR011,Checking,2017-11-22,2025-12-14,0.0,0.16,1954.41,Closed
ACC0000308,C000491,BR015,IRA,2022-02-02,,41890.15,3.59,0.0,Active
ACC0000309,C000052,BR002,Certificate of Deposit,2018-06-28,,11791.63,4.88,0.0,Active
ACC0000310,C000105,BR038,Business Checking,2020-07-25,,31726.68,0.95,2834.56,Active
ACC0000311,C000240,BR037,IRA,2021-10-24,2025-12-14,0.0,4.67,0.0,Closed
ACC0000312,C000446,BR019,Savings,2023-12-23,,2740.65,3.86,0.0,Active
ACC0000313,C000472,BR022,Checking,2016-08-30,,270.51,0.4,3663.59,Active
ACC0000314,C000031,BR038,Savings,2016-09-02,,5839.17,2.82,0.0,Active
ACC0000315,C000226,BR015,Checking,2018-10-01,2025-12-14,0.0,0.14,2136.33,Closed
ACC0000316,C000297,BR040,Checking,2020-12-19,,4769.21,0.22,4873.02,Active
ACC0000317,C000430,BR025,Money Market,2022-11-14,,28472.12,2.63,0.0,Active
ACC0000318,C000286,BR011,IRA,2023-12-23,,17227.74,2.82,0.0,Active
ACC0000319,C000207,BR022,IRA,2021-10-03,2025-12-14,0.0,3.17,0.0,Closed
ACC0000320,C000412,BR023,Checking,2022-04-13,,17631.69,0.04,4831.01,Active
ACC0000321,C000211,BR009,Checking,2022-07-06,,351.19,0.01,1633.02,Active
ACC0000322,C000326,BR022,Business Checking,2021-03-06,,50.55,0.57,2737.62,Active
ACC0000323,C000342,BR037,Certificate of Deposit,2021-01-11,,48804.76,4.0,0.0,Active
ACC0000324,C000004,BR007,Money Market,2019-12-30,,7984.81,2.98,0.0,Active
ACC0000325,C000347,BR015,Certificate of Deposit,2023-10-15,2025-12-14,0.0,3.42,0.0,Closed
ACC0000326,C000354,BR001,Certificate of Deposit,2019-06-26,2025-12-14,0.0,5.38,0.0,Closed
ACC0000327,C000365,BR002,Money Market,2015-09-12,,7402.38,2.36,0.0,Active
ACC0000328,C000139,BR013,Money Market,2022-01-27,,17259.64,4.67,0.0,Active
ACC0000329,C000405,BR034,Money Market,2022-12-26,2025-12-14,0.0,3.78,0.0,Closed
ACC0000330,C000381,BR038,Certificate of Deposit,2021-05-03,2025-12-14,0.0,4.86,0.0,Closed
ACC0000331,C000064,BR007,Checking,2022-08-21,2024-03-01,0.0,0.48,1853.95,Closed
ACC0000332,C000078,BR009,IRA,2021-09-13,,33235.55,5.59,0.0,Active
ACC0000333,C000002,BR025,Savings,2020-03-19,,240.84,1.69,0.0,Active
ACC0000334,C000059,BR008,Certificate of Deposit,2021-11-09,,77939.66,4.6,0.0,Active
ACC0000335,C000080,BR017,Certificate of Deposit,2023-09-23,2025-12-14,0.0,5.68,0.0,Closed
ACC0000336,C000354,BR037,Savings,2011-12-25,2025-12-14,0.0,3.02,0.0,Closed
ACC0000337,C000330,BR033,Business Checking,2022-05-02,,43154.22,0.63,1781.78,Active
ACC0000338,C000249,BR017,Checking,2012-02-28,,15.14,0.42,665.99,Active
ACC0000339,C000102,BR014,Certificate of Deposit,2022-02-17,2025-12-14,0.0,5.37,0.0,Closed
ACC0000340,C000035,BR018,Business Checking,2023-12-23,,10647.51,0.45,3243.04,Active
ACC0000341,C000125,BR039,Money Market,2020-11-14,,8375.49,4.04,0.0,Active
ACC0000342,C000179,BR007,Business Checking,2015-07-08,2024-05-31,0.0,0.29,2762.06,Closed
ACC0000343,C000369,BR036,IRA,2022-08-24,2025-12-14,0.0,2.05,0.0,Closed
ACC0000344,C000135,BR027,IRA,2021-07-23,,47401.28,2.34,0.0,Active
ACC0000345,C000257,BR011,Certificate of Deposit,2020-02-13,2024-05-14,0.0,3.46,0.0,Closed
ACC0000346,C000135,BR037,Checking,2019-09-23,,3017.07,0.35,731.65,Active
ACC0000347,C000466,BR011,IRA,2019-05-10,,22883.61,2.83,0.0,Active
ACC0000348,C000364,BR015,Checking,2018-03-07,,16006.75,0.2,1753.91,Active
ACC0000349,C000148,BR030,Savings,2022-12-25,,2882.62,2.85,0.0,Active
ACC0000350,C000056,BR005,Checking,2022-05-14,,3151.99,0.09,4587.2,Active
ACC0000351,C000341,BR006,Business Checking,2021-11-23,,45466.22,0.33,1578.03,Active
ACC0000352,C000483,BR016,Money Market,2021-11-27,,52345.34,4.37,0.0,Active
ACC0000353,C000129,BR008,Money Market,2021-12-31,2023-11-20,0.0,3.5,0.0,Closed
ACC0000354,C000353,BR007,IRA,2021-08-05,,19933.11,2.11,0.0,Active
ACC0000355,C000057,BR023,Certificate of Deposit,2022-08-23,,39663.29,3.94,0.0,Active
ACC0000356,C000385,BR033,Checking,2020-09-25,,1924.24,0.08,1152.03,Active
ACC0000357,C000149,BR004,Certificate of Deposit,2018-01-13,,47150.7,3.75,0.0,Active
ACC0000358,C000115,BR004,Savings,2020-07-23,2025-12-14,0.0,2.07,0.0,Closed
ACC0000359,C000444,BR033,IRA,2019-12-31,,20395.07,2.73,0.0,Active
ACC0000360,C000333,BR026,IRA,2022-08-06,,49282.37,4.33,0.0,Active
ACC0000361,C000144,BR008,Business Checking,2020-11-12,,1838.06,0.67,2702.54,Active
ACC0000362,C000201,BR004,Checking,2017-05-23,,13114.57,0.13,4935.43,Active
ACC0000363,C000276,BR004,IRA,2014-02-27,,40191.4,3.69,0.0,Active
ACC0000364,C000342,BR001,Business Checking,2022-06-12,,34373.54,0.75,1589.25,Active
ACC0000365,C000499,BR021,Certificate of Deposit,2023-04-03,2025-12-14,0.0,5.23,0.0,Closed
ACC0000366,C000052,BR023,Business Checking,2021-10-25,,37701.52,0.79,3524.61,Active
ACC0000367,C000484,BR024,Money Market,2023-08-14,2025-12-14,0.0,2.26,0.0,Closed
ACC0000368,C000476,BR026,Checking,2022-06-19,,12279.5,0.27,3927.29,Active
ACC0000369,C000183,BR032,IRA,2020-02-24,,26019.87,5.57,0.0,Active
ACC0000370,C000266,BR023,IRA,2021-12-23,,42417.5,5.27,0.0,Active
ACC0000371,C000273,BR028,Savings,2017-10-30,2025-12-14,0.0,1.34,0.0,Closed
ACC0000372,C000061,BR033,Money Market,2023-09-22,2025-12-14,0.0,3.61,0.0,Closed
ACC0000373,C000139,BR033,Certificate of Deposit,2022-05-28,,46180.34,3.1,0.0,Active
ACC0000374,C000477,BR017,Certificate of Deposit,2022-06-20,2025-12-14,0.0,4.71,0.0,Closed
ACC0000375,C000497,BR033,Business Checking,2023-12-15,2025-12-14,0.0,0.79,1569.37,Closed
ACC0000376,C000122,BR011,Savings,2020-07-28,,906.41,3.01,0.0,Active
ACC0000377,C000202,BR035,Checking,2019-06-08,,86.42,0.36,3776.97,Active
ACC0000378,C000352,BR004,Savings,2020-05-23,,552.07,2.56,0.0,Active
ACC0000379,C000452,BR017,Savings,2019-08-26,2025-12-14,0.0,3.32,0.0,Closed
ACC0000380,C000396,BR036,Checking,2011-12-14,2025-12-14,0.0,0.33,2155.02,Closed
ACC0000381,C000489,BR009,Business Checking,2022-01-14,,48836.61,0.09,3345.38,Active
ACC0000382,C000162,BR034,IRA,2022-12-03,,51725.61,3.37,0.0,Active
ACC0000383,C000115,BR003,IRA,2020-08-31,2025-12-14,0.0,3.04,0.0,Closed
ACC0000384,C000192,BR015,Business Checking,2021-10-30,2025-12-14,0.0,0.49,3350.88,Closed
ACC0000385,C000364,BR038,IRA,2021-05-09,,15904.67,3.52,0.0,Active
ACC0000386,C000485,BR032,Checking,2017-07-17,,8815.3,0.14,2910.99,Active
ACC0000387,C000488,BR007,Certificate of Deposit,2019-11-02,,103538.89,5.29,0.0,Active
ACC0000388,C000458,BR011,Money Market,2021-09-16,,15175.57,3.76,0.0,Active
ACC0000389,C000217,BR008,Certificate of Deposit,2018-01-31,2022-03-24,0.0,5.63,0.0,Closed
ACC0000390,C000400,BR014,Certificate of Deposit,2019-02-12,,38993.45,4.03,0.0,Active
ACC0000391,C000116,BR003,Savings,2019-09-21,2025-12-14,0.0,2.56,0.0,Closed
ACC0000392,C000172,BR038,Money Market,2017-01-29,,25548.77,4.24,0.0,Active
ACC0000393,C000024,BR029,Business Checking,2018-11-03,,6664.41,0.06,906.3,Active
ACC0000394,C000345,BR028,Business Checking,2021-11-04,2025-12-14,0.0,0.55,4258.86,Closed
ACC0000395,C000094,BR034,Certificate of Deposit,2020-07-20,2023-01-18,0.0,5.46,0.0,Closed
ACC0000396,C000298,BR038,Money Market,2022-05-22,2025-12-14,0.0,3.29,0.0,Closed
ACC0000397,C000272,BR013,Checking,2022-03-21,,21717.79,0.48,1943.51,Active
ACC0000398,C000328,BR020,Certificate of Deposit,2018-02-18,2023-08-09,0.0,3.33,0.0,Closed
ACC0000399,C000136,BR001,Money Market,2022-01-13,,3178.04,2.38,0.0,Active
ACC0000400,C000420,BR002,Certificate of Deposit,2021-09-25,2025-12-14,0.0,5.54,0.0,Closed
ACC0000401,C000340,BR014,Savings,2021-02-02,,0.0,3.56,0.0,Active
ACC0000402,C000207,BR016,IRA,2022-03-16,2025-12-14,0.0,4.36,0.0,Closed
ACC0000403,C000376,BR027,Certificate of Deposit,2020-07-04,,54764.95,3.38,0.0,Active
ACC0000404,C000234,BR025,IRA,2020-02-10,,47118.63,3.07,0.0,Active
ACC0000405,C000125,BR037,Money Market,2022-06-11,,19057.24,2.85,0.0,Active
ACC0000406,C000248,BR029,Money Market,2023-05-29,,16892.41,3.09,0.0,Active
ACC0000407,C000475,BR025,Savings,2019-03-27,,7141.66,2.66,0.0,Active
ACC0000408,C000393,BR030,Savings,2018-09-28,,11848.9,2.68,0.0,Active
ACC0000409,C000382,BR037,Savings,2021-04-02,,919.15,3.63,0.0,Active
ACC0000410,C000417,BR004,IRA,2020-05-07,,45765.75,4.5,0.0,Active
ACC0000411,C000474,BR034,Checking,2021-06-01,,824.06,0.37,1339.33,Active
ACC0000412,C000157,BR035,Business Checking,2019-05-18,,38450.37,0.44,683.49,Active
ACC0000413,C000311,BR023,Savings,2020-05-06,,793.91,2.21,0.0,Active
ACC0000414,C000165,BR007,Business Checking,2020-11-04,2025-12-14,0.0,0.89,3159.02,Closed
ACC0000415,C000055,BR024,Business Checking,2020-03-30,2024-07-13,0.0,0.35,3549.04,Closed
ACC0000416,C000268,BR022,Checking,2019-10-10,,131.23,0.28,574.65,Active
ACC0000417,C000122,BR011,IRA,2021-05-04,2024-07-04,0.0,3.64,0.0,Closed
ACC0000418,C000062,BR024,Certificate of Deposit,2017-07-17,,5328.74,4.19,0.0,Active
ACC0000419,C000289,BR031,Savings,2021-05-13,,9034.39,1.4,0.0,Active
ACC0000420,C000354,BR015,Money Market,2011-06-07,2025-12-14,0.0,3.94,0.0,Closed
ACC0000421,C000120,BR001,Savings,2018-10-28,,9960.14,1.09,0.0,Active
ACC0000422,C000288,BR023,Business Checking,2023-05-05,,50592.9,0.12,2804.42,Active
ACC0000423,C000181,BR029,Checking,2019-10-19,,7634.87,0.31,1519.23,Active
ACC0000424,C000491,BR009,Money Market,2021-02-01,,10147.49,3.71,0.0,Active
ACC0000425,C000148,BR005,Business Checking,2022-12-24,,2112.89,0.14,3403.28,Active
ACC0000426,C000133,BR030,IRA,2022-03-11,,108.02,4.21,0.0,Active
ACC0000427,C000376,BR014,Money Market,2020-09-28,2022-08-14,0.0,3.07,0.0,Closed
ACC0000428,C000495,BR030,Money Market,2020-12-21,,19526.82,4.96,0.0,Active
ACC0000429,C000299,BR031,Certificate of Deposit,2019-01-27,,4977.39,5.39,0.0,Active
ACC0000430,C000051,BR005,Business Checking,2020-01-09,,19062.49,0.76,1284.65,Active
ACC0000431,C000322,BR006,Savings,2019-03-20,,9389.08,3.27,0.0,Active
ACC0000432,C000008,BR033,Business Checking,2021-03-16,2025-12-14,0.0,0.62,3609.22,Closed
ACC0000433,C000320,BR039,Certificate of Deposit,2015-07-02,,3197.25,3.45,0.0,Active
ACC0000434,C000146,BR004,Savings,2022-10-18,,385.76,2.86,0.0,Active
ACC0000435,C000290,BR020,Savings,2017-08-01,,29268.11,3.11,0.0,Active
ACC0000436,C000186,BR030,Business Checking,2021-08-27,,15935.05,0.1,2240.31,Active
ACC0000437,C000435,BR035,Business Checking,2022-07-24,,394.03,0.08,4715.28,Active
ACC0000438,C000052,BR003,Money Market,2017-10-31,,37774.87,3.82,0.0,Active
ACC0000439,C000204,BR039,Money Market,2023-01-20,2025-12-14,0.0,2.71,0.0,Closed
ACC0000440,C000154,BR030,Checking,2018-07-25,,14000.94,0.21,1118.84,Active
ACC0000441,C000074,BR023,IRA,2019-03-14,,18684.78,3.74,0.0,Active
ACC0000442,C000288,BR005,Checking,2023-05-05,,49.84,0.12,2034.8,Active
ACC0000443,C000497,BR007,Savings,2023-12-15,2025-12-14,0.0,1.64,0.0,Closed
ACC0000444,C000244,BR035,Checking,2022-12-20,,8777.67,0.18,1010.63,Active
ACC0000445,C000462,BR027,Money Market,2013-01-23,,5.0,2.31,0.0,Active
ACC0000446,C000333,BR026,Certificate of Deposit,2019-06-01,,18302.12,3.69,0.0,Active
ACC0000447,C000262,BR014,Savings,2023-10-27,,12252.82,1.41,0.0,Active
ACC0000448,C000241,BR039,Business Checking,2016-05-01,2025-12-14,0.0,0.7,4661.12,Closed
ACC0000449,C000345,BR007,Certificate of Deposit,2022-11-08,2025-12-14,0.0,5.17,0.0,Closed
ACC0000450,C000204,BR011,Money Market,2023-01-20,2025-12-14,0.0,2.46,0.0,Closed
ACC0000451,C000176,BR039,IRA,2022-07-16,,6657.97,3.18,0.0,Active
ACC0000452,C000059,BR032,Savings,2019-07-01,,14363.02,1.04,0.0,Active
ACC0000453,C000189,BR003,Certificate of Deposit,2021-05-02,,31996.69,5.16,0.0,Active
ACC0000454,C000431,BR006,IRA,2018-01-24,2025-12-14,0.0,5.79,0.0,Closed
ACC0000455,C000456,BR038,Checking,2011-11-25,,7695.63,0.38,4448.03,Active
ACC0000456,C000296,BR008,Business Checking,2022-03-05,2025-12-14,0.0,0.07,1660.74,Closed
ACC0000457,C000392,BR036,Savings,2023-02-04,,21.61,2.05,0.0,Active
ACC0000458,C000179,BR032,Savings,2022-12-15,,2762.56,2.77,0.0,Active
ACC0000459,C000455,BR033,Savings,2019-11-08,,3710.51,2.18,0.0,Active
ACC0000460,C000237,BR023,Certificate of Deposit,2020-07-13,,12426.32,4.92,0.0,Active
ACC0000461,C000166,BR006,IRA,2022-09-19,,15309.65,5.05,0.0,Active
ACC0000462,C000408,BR009,Certificate of Deposit,2014-02-21,,18910.15,5.08,0.0,Active
ACC0000463,C000127,BR002,Business Checking,2017-12-09,,18366.43,0.82,3469.93,Active
ACC0000464,C000008,BR028,Checking,2020-06-01,2025-12-14,0.0,0.01,4177.5,Closed
ACC0000465,C000388,BR010,Money Market,2023-03-22,,1808.35,2.74,0.0,Active
ACC0000466,C000060,BR024,Savings,2019-06-19,,543.79,2.31,0.0,Active
ACC0000467,C000205,BR013,Checking,2019-12-22,2023-04-03,0.0,0.06,2998.4,Closed
ACC0000468,C000001,BR001,Certificate of Deposit,2022-02-02,,69.14,4.63,0.0,Active
ACC0000469,C000442,BR025,Savings,2022-12-28,,12806.79,3.71,0.0,Active
ACC0000470,C000389,BR007,Checking,2017-06-08,,1114.31,0.02,2883.43,Active
ACC0000471,C000290,BR008,IRA,2018-08-12,,48830.17,2.56,0.0,Active
ACC0000472,C000071,BR037,Savings,2022-01-23,,37573.54,2.04,0.0,Active
ACC0000473,C000375,BR040,Money Market,2012-08-10,,24249.24,2.48,0.0,Active
ACC0000474,C000386,BR040,IRA,2018-10-26,,8447.28,5.47,0.0,Active
ACC0000475,C000091,BR024,Money Market,2022-06-15,,8756.12,2.56,0.0,Active
ACC0000476,C000249,BR023,IRA,2021-08-01,,9955.97,3.95,0.0,Active
ACC0000477,C000340,BR012,Business Checking,2019-10-09,,18448.32,0.71,1588.34,Active
ACC0000478,C000281,BR011,Money Market,2021-01-13,,3708.02,2.86,0.0,Active
ACC0000479,C000485,BR034,Certificate of Deposit,2022-09-14,,30481.14,3.76,0.0,Active
ACC0000480,C000400,BR036,IRA,2022-01-03,,51247.16,5.58,0.0,Active
ACC0000481,C000039,BR009,Savings,2023-03-31,,8909.22,2.54,0.0,Active
ACC0000482,C000480,BR023,Savings,2022-10-17,,15122.78,3.35,0.0,Active
ACC0000483,C000380,BR021,Certificate of Deposit,2023-09-06,,45324.1,4.04,0.0,Active
ACC0000484,C000073,BR033,Business Checking,2022-11-24,,142.94,0.08,918.96,Active
ACC0000485,C000061,BR019,IRA,2023-09-22,2025-12-14,0.0,5.2,0.0,Closed
ACC0000486,C000339,BR037,Money Market,2014-03-12,,22138.74,2.52,0.0,Active
ACC0000487,C000162,BR003,Checking,2022-04-13,,4466.48,0.02,4537.47,Active
ACC0000488,C000009,BR010,Savings,2022-06-20,,298.74,2.19,0.0,Active
ACC0000489,C000454,BR036,Business Checking,2020-05-31,,532.58,0.08,4551.88,Active
ACC0000490,C000207,BR020,Business Checking,2019-04-12,2025-12-14,0.0,0.99,3348.96,Closed
ACC0000491,C000325,BR017,Business Checking,2021-03-31,2022-06-05,0.0,0.37,2025.63,Closed
ACC0000492,C000183,BR038,Certificate of Deposit,2021-01-26,,34248.04,3.54,0.0,Active
ACC0000493,C000233,BR016,Certificate of Deposit,2020-01-03,,43404.13,5.73,0.0,Active
ACC0000494,C000124,BR011,Checking,2023-12-23,2025-12-14,0.0,0.43,2071.44,Closed
ACC0000495,C000403,BR008,Savings,2022-10-26,2025-12-14,0.0,2.87,0.0,Closed
ACC0000496,C000067,BR032,Savings,2022-10-31,,412.04,3.59,0.0,Active
ACC0000497,C000080,BR037,Business Checking,2023-09-23,2025-12-14,0.0,0.37,3766.8,Closed
ACC0000498,C000101,BR014,Money Market,2013-02-16,,28837.26,4.69,0.0,Active
ACC0000499,C000371,BR031,Money Market,2014-09-28,,43428.72,2.24,0.0,Active
ACC0000500,C000476,BR031,Money Market,2017-10-10,,28946.34,3.57,0.0,Active
ACC0000501,C000128,BR020,Certificate of Deposit,2023-03-26,,38386.58,4.75,0.0,Active
ACC0000502,C000402,BR005,IRA,2022-12-20,,29756.14,3.7,0.0,Active
ACC0000503,C000494,BR032,IRA,2022-11-24,2024-06-10,0.0,2.09,0.0,Closed
ACC0000504,C000180,BR004,Checking,2023-03-28,2025-12-14,0.0,0.35,4537.0,Closed
ACC0000505,C000088,BR008,Certificate of Deposit,2020-08-25,,48185.4,4.2,0.0,Active
ACC0000506,C000120,BR035,Money Market,2019-08-04,,50625.51,3.23,0.0,Active
ACC0000507,C000294,BR004,Certificate of Deposit,2016-07-16,,170.73,4.39,0.0,Active
ACC0000508,C000448,BR008,Certificate of Deposit,2019-09-01,,10307.37,5.84,0.0,Active
ACC0000509,C000370,BR022,Business Checking,2022-03-01,2025-12-14,0.0,0.81,4491.89,Closed
ACC0000510,C000095,BR009,IRA,2015-10-28,,33101.26,3.07,0.0,Active
ACC0000511,C000479,BR040,Savings,2022-09-18,,3016.59,3.85,0.0,Active
ACC0000512,C000293,BR005,Money Market,2019-07-21,,10544.28,4.95,0.0,Active
ACC0000513,C000003,BR032,Money Market,2015-04-08,2025-12-14,0.0,2.34,0.0,Closed
ACC0000514,C000226,BR039,Savings,2021-08-05,2025-12-14,0.0,1.44,0.0,Closed
ACC0000515,C000348,BR020,Business Checking,2022-12-25,,35630.17,0.95,4009.44,Active
ACC0000516,C000384,BR013,IRA,2021-07-23,,5140.94,4.17,0.0,Active
ACC0000517,C000242,BR027,IRA,2023-01-31,,47086.72,4.53,0.0,Active
ACC0000518,C000449,BR007,Savings,2022-04-27,,5.0,3.78,0.0,Active
ACC0000519,C000462,BR019,Business Checking,2019-02-28,,71502.6,0.99,3389.14,Active
ACC0000520,C000450,BR002,Business Checking,2018-09-16,,35597.02,0.75,878.63,Active
ACC0000521,C000398,BR016,Certificate of Deposit,2017-06-12,2025-12-14,0.0,3.46,0.0,Closed
ACC0000522,C000168,BR015,IRA,2018-11-22,2025-12-14,0.0,3.03,0.0,Closed
ACC0000523,C000353,BR037,IRA,2021-06-20,,30023.6,2.56,0.0,Active
ACC0000524,C000170,BR030,Certificate of Deposit,2020-03-11,,35194.72,4.76,0.0,Active
ACC0000525,C000380,BR034,IRA,2023-09-06,,26790.02,5.34,0.0,Active
ACC0000526,C000123,BR015,Certificate of Deposit,2019-10-01,,29772.56,4.52,0.0,Active
ACC0000527,C000190,BR034,Certificate of Deposit,2020-06-05,,5319.21,4.83,0.0,Active
ACC0000528,C000038,BR008,Savings,2022-02-09,,6111.24,2.48,0.0,Active
ACC0000529,C000176,BR005,Savings,2022-02-25,,1791.68,1.77,0.0,Active
ACC0000530,C000033,BR008,Certificate of Deposit,2022-12-12,,24538.15,3.05,0.0,Active
ACC0000531,C000195,BR009,Business Checking,2021-04-23,,31354.48,0.38,1227.33,Active
ACC0000532,C000441,BR037,Certificate of Deposit,2018-07-08,2023-09-04,0.0,5.62,0.0,Closed
ACC0000533,C000343,BR027,Business Checking,2023-01-31,,10760.71,0.08,4543.49,Active
ACC0000534,C000168,BR030,IRA,2022-11-05,2025-12-14,0.0,5.94,0.0,Closed
ACC0000535,C000081,BR029,Certificate of Deposit,2023-12-23,,13108.83,5.8,0.0,Active
ACC0000536,C000192,BR016,IRA,2020-09-15,2025-12-14,0.0,4.1,0.0,Closed
ACC0000537,C000102,BR039,IRA,2021-04-14,2025-12-14,0.0,2.69,0.0,Closed
ACC0000538,C000253,BR008,Checking,2015-08-20,2025-12-14,0.0,0.24,3228.93,Closed
ACC0000539,C000448,BR003,Checking,2019-12-17,,7847.5,0.05,541.39,Active
ACC0000540,C000469,BR027,Savings,2022-08-16,2025-12-14,0.0,2.38,0.0,Closed
ACC0000541,C000368,BR031,Money Market,2017-09-11,,2195.04,3.19,0.0,Active
ACC0000542,C000146,BR037,Money Market,2021-07-06,,31225.25,4.91,0.0,Active
ACC0000543,C000431,BR017,Certificate of Deposit,2019-08-29,2025-12-14,0.0,4.7,0.0,Closed
ACC0000544,C000311,BR004,Money Market,2016-11-29,,15152.75,4.6,0.0,Active
ACC0000545,C000093,BR013,Business Checking,2022-10-06,2023-07-16,0.0,0.78,956.62,Closed
ACC0000546,C000219,BR039,Money Market,2022-11-27,2025-12-14,0.0,4.45,0.0,Closed
ACC0000547,C000005,BR019,Certificate of Deposit,2018-05-14,2025-12-14,0.0,5.09,0.0,Closed
ACC0000548,C000073,BR013,Business Checking,2019-05-25,,3347.97,0.56,3485.76,Active
ACC0000549,C000187,BR031,Business Checking,2022-12-28,2025-12-14,0.0,0.42,522.78,Closed
ACC0000550,C000024,BR004,Certificate of Deposit,2021-02-06,,22848.73,5.77,0.0,Active
ACC0000551,C000216,BR006,Savings,2015-06-20,,14277.36,3.94,0.0,Active
ACC0000552,C000227,BR039,Business Checking,2021-08-18,,29633.52,0.91,1223.64,Active
ACC0000553,C000219,BR007,Certificate of Deposit,2021-12-04,2025-12-14,0.0,5.12,0.0,Closed
ACC0000554,C000241,BR035,Business Checking,2019-03-15,2025-12-14,0.0,0.11,2969.3,Closed
ACC0000555,C000371,BR022,IRA,2020-05-04,,4187.2,3.09,0.0,Active
ACC0000556,C000464,BR034,Money Market,2022-12-28,,29435.84,2.77,0.0,Active
ACC0000557,C000318,BR011,Savings,2020-01-25,,9516.65,2.48,0.0,Active
ACC0000558,C000251,BR023,Checking,2021-11-20,,218.5,0.25,3613.53,Active
ACC0000559,C000468,BR016,IRA,2022-07-30,,36139.54,2.07,0.0,Active
ACC0000560,C000287,BR023,IRA,2020-10-15,,27595.71,5.66,0.0,Active
ACC0000561,C000147,BR030,Certificate of Deposit,2021-02-03,,1020.47,3.46,0.0,Active
ACC0000562,C000325,BR039,IRA,2015-01-13,,32338.86,2.47,0.0,Active
ACC0000563,C000108,BR026,IRA,2021-11-17,,3070.21,4.31,0.0,Active
ACC0000564,C000397,BR022,IRA,2022-06-30,,469.56,3.1,0.0,Active
ACC0000565,C000018,BR025,Money Market,2022-02-24,,15507.79,2.51,0.0,Active
ACC0000566,C000478,BR007,Certificate of Deposit,2023-04-01,,21263.23,4.73,0.0,Active
ACC0000567,C000347,BR037,Money Market,2023-10-15,2025-12-14,0.0,4.01,0.0,Closed
ACC0000568,C000467,BR028,Savings,2022-04-20,2025-12-14,0.0,1.99,0.0,Closed
ACC0000569,C000367,BR032,IRA,2022-07-26,,54407.61,4.22,0.0,Active
ACC0000570,C000265,BR022,Money Market,2016-07-08,,31.67,4.79,0.0,Active
ACC0000571,C000203,BR026,Checking,2023-12-23,2024-02-19,0.0,0.24,3433.83,Closed
ACC0000572,C000281,BR036,Business Checking,2020-03-11,2024-02-27,0.0,0.49,1509.21,Closed
ACC0000573,C000365,BR027,Certificate of Deposit,2015-02-14,,23591.01,4.82,0.0,Active
ACC0000574,C000424,BR011,Business Checking,2022-11-15,,4704.56,0.01,3704.81,Active
ACC0000575,C000356,BR004,Certificate of Deposit,2014-06-20,,57978.22,4.27,0.0,Active
ACC0000576,C000095,BR032,Certificate of Deposit,2021-10-08,,35612.13,5.21,0.0,Active
ACC0000577,C000226,BR004,Business Checking,2021-02-01,2025-12-14,0.0,0.47,1567.62,Closed
ACC0000578,C000037,BR038,IRA,2014-03-08,,10734.74,4.61,0.0,Active
ACC0000579,C000187,BR023,Savings,2021-08-25,2025-12-14,0.0,2.9,0.0,Closed
ACC0000580,C000003,BR035,IRA,2021-10-07,2025-12-14,0.0,5.32,0.0,Closed
ACC0000581,C000266,BR003,Checking,2022-05-09,2023-11-21,0.0,0.09,1964.3,Closed
ACC0000582,C000312,BR003,Savings,2020-08-06,,16203.89,1.72,0.0,Active
ACC0000583,C000151,BR012,Checking,2018-06-02,,10150.64,0.22,3859.21,Active
ACC0000584,C000140,BR015,Checking,2018-06-11,2025-12-14,0.0,0.2,3423.35,Closed
ACC0000585,C000068,BR005,Money Market,2021-09-15,,12.09,3.67,0.0,Active
ACC0000586,C000237,BR007,Savings,2020-08-21,,4414.2,1.23,0.0,Active
ACC0000587,C000001,BR040,Money Market,2022-07-09,,26156.11,3.71,0.0,Active
ACC0000588,C000477,BR020,Certificate of Deposit,2022-10-16,2025-12-14,0.0,5.8,0.0,Closed
ACC0000589,C000006,BR037,IRA,2021-07-21,,6627.09,2.83,0.0,Active
ACC0000590,C000293,BR034,Checking,2019-12-08,,9131.5,0.31,4321.51,Active
ACC0000591,C000412,BR025,Money Market,2022-08-28,,24497.62,2.84,0.0,Active
ACC0000592,C000360,BR005,Business Checking,2018-12-10,,24077.2,0.06,3459.26,Active
ACC0000593,C000138,BR005,Money Market,2017-04-08,,23510.67,4.31,0.0,Active
ACC0000594,C000313,BR032,Business Checking,2022-12-06,2025-12-14,0.0,0.12,3057.39,Closed
ACC0000595,C000228,BR024,Money Market,2017-03-25,,14028.26,2.56,0.0,Active
ACC0000596,C000006,BR012,Savings,2022-04-03,,23417.59,1.39,0.0,Active
ACC0000597,C000360,BR005,Business Checking,2021-11-25,,20232.11,0.12,921.54,Active
ACC0000598,C000154,BR002,Savings,2019-12-05,,869.77,1.38,0.0,Active
ACC0000599,C000217,BR007,Certificate of Deposit,2019-11-07,,21819.2,5.78,0.0,Active
